file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,ocr_tesseract_psm1,category,recognition_rate
0013.jpg,9,8,4,0.5717592592592592,0.6444444444444444,0.4326599326599326,0.3111111111111111,"['BERLIN oer: oranıeNPLATZ', '19.FEB - 14 UHR', 'ERINNERN HEISST KÄMPFEN!', ' ', 'WIR FORDERN EINE LÜCKENLOSE AUFKLÄRUNG UND KONSEQUENZEN!', 'RASSISMUS UND FASCHISMUS ENTSCHLOSSEN BEKAMPFEN!', 'E A', 'WE B l T mi ] ®']",noisy,0.4444444444444444
0014.jpg,8,1,0,1.0,1.0,0.0,0.0,[' '],noisy,0.0
0015.jpg,5,5,0,1.0,1.0,0.0,0.0,"['e NESSE', '‘aHN SL', ' ', ' ', 'g INNAC 82 *X]']",noisy,0.0
0016.jpg,10,11,6,0.4635632183908045,0.65,0.5646638655462185,0.4,"[' ', 'Bau dein eigenen PC und Smartphone', 'Wo?', '? Mittelpunktbibliothek Treptow', 'PS: Alte/eigene Geräte können', 'Wann? ;', 'zum erforschen mitgebracht', 'O samstag 16.11.2024', '. werden!', '*11 bis 13 Uhr', ' ']",noisy,0.6
0017.jpg,10,18,7,0.3439814814814815,0.4833333333333333,0.6628449197860963,0.5333333333333333,"[' ', '78 Ian', ""— Befreiung vom Fasch]H'nus"", 'TE ‚x heifst', 'ER', ' ', '   ', '     ', ' ', ' ', '   ', 'Sa, 08.05.2021', 'Gedenken 10:00-18:00 Uhr', 'Sowjetisches Ehrenmahl Buch', 'Kundgebung 15:00 Uhr', 'Vortreffungpunkt 14:30 Uhr', 'Bahnsteig S-Pankow L', ' ']",noisy,0.7
0018.jpeg,8,9,2,0.795138888888889,0.9583333333333331,0.2092245989304813,0.0416666666666666,"[""A-  nlmpfpfhcht'"", ""Arzte sprechen Klartext'"", '€ 4 29 JANÜA,R 2[pzz "";—‘f;‚_\'x?_j', '70 U HR K', '. kONIGSPLNTZ KASSEL', '‘$', ' ', ' ', '\\']",noisy,0.25
0019.jpg,8,5,2,0.8220588235294117,1.125,0.2102941176470588,0.125,"['i', 'antirfaschistisch c', 'RALLY ”', 'Zukun', ' ']",noisy,0.25
0020.jpg,12,16,7,0.4837136243386243,0.5694444444444444,0.5171737660581474,0.4305555555555555,"['DEMONSTRATION', 'SONNTAG 0F@19.2020;', '   ', '1, S M', 'SCHÜLER/-IN GEN', 'DIE MASKENPFLICHT!._ _', 'WANN: 15:30 UHR', 'WO: MEISTERSINGERHALLE', 'NÜRNBERG', 'S', 'TULLEHEDNER N “““Y9*', 'MODERATOR', '(NANA LIFESTYLER)', 'IMPRESSUM:SCHÜLER/-INNEN/GEGEN]DIE MASKENPFLICHT, [nzurscnuun]', 'an / |fall;\\ﬂlL""ül«?\'L', ' ']",noisy,0.5833333333333334
0022.jpg,13,15,12,0.1055226824457593,0.1346153846153846,0.9043478260869564,0.8269230769230769,"['AKTION RESISTENZ FRUSTRATION', 'GEMEINSAMKEIT WIDERSTAND HOFFNUNG', 'AUFSCHREI BESTÄRKUNG NETZWERK', 'ISOLATION RESILIENZ SOLIDARITÄT', 'TRAUER FLUCHT AUSBEUTUNG NEUANFANG', 'JAHR', 'TALIBAN', 'REG', 'DEMO: SAMSTAG, 13.08.2022', '14.00 UHR, AUSWARTIGES AMT', 'PROTEST CAMP BERLIN', '13.08.2022 — 15.08.2022', 'WORKSHOPS PERFORMANCES REDEBEITRÄGE', '#DONTFORGETAFGHANISTAN', ' ']",noisy,0.9230769230769231
0023.jpg,11,15,5,0.602063335215509,0.7045454545454546,0.4106493506493506,0.3636363636363636,"['   ', '15.30 Uhr Biberach Gigelberg \\', 'angemeldete DEMO __', 'Wahrung der Grundrechte *—', 'freie Impfentscheidung', '   ', ' ', '  ', ' ', '    ', 'Ar', 'nn © / WICHTIG', 'indestabstand einhalten', ' ', 'PIC-COLLAGE']",noisy,0.45454545454545453
0024.jpg,11,12,5,0.6420921902371428,0.8090909090909091,0.369055944055944,0.2363636363636363,"['UNE DILLIUN NISJINUG', 'HANAU', 'Weltweit tanzen an diesem Tag Menschen', 'gegen Gewalt an Frauen', '14.Februar, 16 Uhr', 'Marktplatz 3n', '® F', 'weltweite', '® . Aktion', 'ONE BILLION RISING gegen Gewalt', 'Schirmherr: Claus Kamin . . an Frauen', ' ']",noisy,0.45454545454545453
0025.jpg,9,1,0,1.0,1.0,0.0,0.0,[' '],noisy,0.0
0026.jpg,6,1,0,1.0,1.0,0.0,0.0,[' '],noisy,0.0
0027.jpg,5,1,0,1.0,1.0,0.0,0.0,[' '],noisy,0.0
0028.jpg,6,4,1,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.1666666666666666,"[' ', 'tJlmeims Dresd L', 'KUNDGEBUNG', ' ']",noisy,0.16666666666666666
0029.jpg,8,16,2,0.7611111111111111,0.8541666666666666,0.2375578703703703,0.1458333333333333,"['luuunh am', '— Keiuie', 'Zukunfrt', 'fürs Ostkreuz', 'DE die', 'K fgung der', 'Eunft am', 'DStkreuz zum', '81.03.22', 'am Ostkreuz', '13.11. Kiezdemo und.Kundgebung', '13 Uhr Rudolfplatz‘', 'SAg Zukung', 'D ige Sicherung f', 'S henräumen -', 'A anz Berlin.']",noisy,0.25
0030.jpg,6,2,1,0.8558558558558559,1.0,0.1458333333333333,0.0277777777777777,"[' ', 'Dresden, Neumarkt‚ 13 6 um 16. 30 Uhr‘']",noisy,0.16666666666666666
0031.jpg,6,4,3,0.5982854864433812,1.0,0.4085858585858585,0.0833333333333333,"['TECHNOPUNK GEGENE. 4', 'UNHA!TRARE ZUSTÄNDE”', '20 UHR SCHILLNGBRÜCKE.', '#Kepibleibt']",noisy,0.5
0032.jpg,8,4,0,1.0,1.0,0.0,0.0,"[' ', 'EINFÜHRUNG', 'DAIAISMUS', ' ']",noisy,0.0
0035.jpg,8,19,3,0.6928733031674208,1.0,0.3401442307692308,0.125,"['— FÜRSTENFELDER —', '@ß', '     ', ' ', '”e„e Z..', '5 0/)„', 'w helBen Ut:', 'rll_qe/,ed„e A', 'r', ""KRÖLL ‚S' Jan"", ' ', '  ', '  ', ' ', '„ _ Das Starkbierfest', '17.02.2024 - 20.00 Uhr', '  ', ' ', '\\']",fancy,0.375
0036.jpg,11,1,0,1.0,1.0,0.0,0.0,[' '],fancy,0.0
0037.jpeg,8,1,0,1.0,1.0,0.0,0.0,[' '],fancy,0.0
0039.jpeg,10,12,3,0.7571428571428571,0.8,0.2666666666666667,0.2,"['x', '-', ""' NAN"", 'LO 0B WER\\ \\ W W / A AA', 'o', '* TAG DER *', 'POLITISCHEN', 'GEFANGENEN', 'o', 'm_„_l1_', 'mN', ' ']",fancy,0.3
0040.jpeg,9,13,4,0.574074074074074,0.6666666666666666,0.4259259259259259,0.3333333333333333,"[' ', 'SOLI-FESTIVAL', '1. März 2025‚', 'UNSERE', 'SOLL MAN', 'HÖREN/', 'r', '{ %', 'W A', '   ', ' ', 'e', ' ']",fancy,0.4444444444444444
0041.jpg,12,17,12,0.1029101687697022,0.4166666666666667,0.9368126137147876,0.6111111111111112,"['50 JAHRE RUMDLE IN THE JUNGLE', '— ] Podium:', '| Martin Krauß', '{Sportjoumalist, taz)', '| Dr. Michela Wrong', '| _ (eritische Journalistin)', 'Fabian Kunow', '(Moderation)', ' ', ' ', ' ', ' ', 'Film: When we were Kings (1997)', 'Mo., 25. Nov., 19 Uhr', '://about blank', 'Markgrafendamm 24c, 10245 Berlin', ' ']",fancy,1.0
0043.jpg,8,13,5,0.4408463084933673,0.6666666666666666,0.5658784893267652,0.2083333333333333,"['  ', ' ', '  ', '  ', 'STABIL', '3LEIBEN', 'MARSSENHAFT WIDERSETZEN!', ' ', 'UuND', ' ', '“ UND WEITERE ACTS!', 'O al — _', '- 11. JANUAR 2025 ° ALLE NACH RIESA °']",fancy,0.625
0044.jpg,6,3,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,"['NICHT OHNE UNS! DORTMUND', 'jeden Samstag 14:30 Uhr - Willy-Brandt-Platz', ' ']",fancy,0.3333333333333333
0045.jpeg,15,20,9,0.4752205268072141,0.6333333333333333,0.5335317460317461,0.3666666666666666,"[' ', 'GROSSDEMO', '„.«« 5 KASSEL -', 'v’:mmlmj5a/ Wwachen -', 'Die Well slcht auf!', 'KARLSWIESE / ORANGERIE KASSEL', 'WELTWEIT - ALLE ZUSAMMEN', '1TAG - 1ZIEL', 'WELTWEIT - ALLE ZUSAMMEN', 'IN DER MITTE DEUTSCHLANDS', '20.03.2021', '„ 12:00 - 16 00 UHR', 'l/|‚$', '4Q k &q -', '&R Ms “""‘', ' ', '   ', '   ', '   ', '   ']",fancy,0.6
0046.jpeg,15,10,5,0.8031235431235432,1.211111111111111,0.2197979797979798,0.0222222222222222,"['   ', '&01. MÄRZ 2025', 'Xx', 'AR Z0OUHR LINE U®', '[ ‘ KETOHUP', '4 (M‘ITN""WT)', 'PROJSKTRAUM 9 d', 'HERMANNNTRARE 43 an -', '„PARTYBTIELG', 'AYZKLZIDUNG SiNÜNGSGT, Z6AL WAY']",fancy,0.3333333333333333
0047.jpg,9,8,5,0.5981481481481481,1.2685185185185184,0.459241103848947,0.1944444444444444,"['   ', 'N Bers erkex', '? erlin', 'UBER EATS MUSIG HALL', 'äBERLIN‚ 28.08.20E |', 'EINLASS: 18.30 UHR 7 }', ' ', ' ']",fancy,0.5555555555555556
0049.jpg,12,7,5,0.6453947502131342,0.7507936507936507,0.3616593336420923,0.3492063492063492,"[' ', 'Di. 3112.2024 —', 'Beginn 20:30 Uhr (Einlass 20 Uhn)', 'Eintritt: 25 € + VVG | Späteinlass (albı 22:30 Uhr, nur Abendkasse): 15 €', 'Bürgerhaus Dreieich X<', ' ', 'Fichtestr. 50 | 63303 Dreieich DREIEICH']",fancy,0.4166666666666667
0050.jpg,7,9,5,0.3110599078341014,0.3428571428571428,0.6846361185983828,0.6571428571428571,"['Einladung zur bewegten Versammlung', 'Mliteinander', ' ', 'Samstag, 15. August ab 17:30', 'vom Friedensengel', 'zur Münchner Freiheit', 'Die 7‘4%nafunm der letzen Zeit haben uns allen Viel abverlangt.', 'Mit Musik und guter Laune zighen Wir gemeinsam durch', ""München z//zd/zalenunsdze LEBENS) F;.E'LLDEW*""]",fancy,0.7142857142857143
0051.jpg,6,6,2,0.706060606060606,0.8055555555555555,0.2995614035087719,0.1111111111111111,"['  ', '  ', '    ', 'EIT #23', '.IPARTY FÜR MENSCHEN', '‚ MIT FLUCHTGESCHICHTE']",fancy,0.3333333333333333
0052.jpeg,11,13,3,0.8232872200263505,1.0,0.2119755244755244,0.0,"['    ', '  ', '  ', '  ', 'Tickets_ 01.03.2025', '5 Punk Agailsta', 'S Gentrificslgen —', '. E E \\«v®', 'Einlass: 19Uhr. DA', 'Beginn:; 20 Uhr. “', 'VVK:13,12€ AK: /', 'Wo:: SOLTMANNIE', 'B']",fancy,0.2727272727272727
0054.jpg,8,3,2,0.7655677655677655,0.90625,0.2334401709401709,0.09375,"['Zaubervariete', 'für die ganze Famile', ' ']",fancy,0.25
0055.jpg,20,16,0,1.0,1.0,0.0,0.0,"[' ', ' ', '   ', ' ', '    ', '    ', '   ', '   ', 'A„w A„Vp‚. n T STZ E', 'SGT CI', './//.„w./„.hll..!', 's S', '\\', '\\', '\\.\\.\\', ' ']",fancy,0.0
0057.jpg,14,21,8,0.4709802102659245,0.5416666666666666,0.5418359418359419,0.4047619047619047,"['   ', '  ', '   ', ' ', 'DIE', 'INTERNATIONALE', 'ZAUBERGALA', 'SORIA IENG', 'ALBERTO GIORGI & LAURA', 'SVEN HEUBES & SABRINA ’', '|', '|', '|| MAGIC DORIAN', '| ANDY JORDAN', 'MARC OBERON', 'BERT CALLENBACH', ' ', '3. & 15.5.2022', 'M FÜRSTENFELD - STADTSAAI', 'VERANSTALTUNGSFORU', '  ']",fancy,0.5714285714285714
0059.jpg,7,7,1,0.8881987577639752,0.9642857142857144,0.1214285714285714,0.0,"['N]', ' ', ', 8. MÄRZ, 19 UHR, KUFA MOABIT er £.4', '— FLINTA® STAND UP COMEDY .', 'La', '    ', '   ']",fancy,0.14285714285714285
0060.jpg,7,8,1,0.8571428571428571,0.8571428571428571,0.1428571428571428,0.1428571428571428,"[' ', 'T PRIME-TIME PUHRY U\\M', '7 W 24 2012', 'Eine Kooperation von', ' ', '   ', '        ', ' ']",fancy,0.14285714285714285
0061.jpg,6,10,3,0.5730158730158731,0.7388888888888889,0.4373775630142353,0.2111111111111111,"[': Freedom Parade', 'Die Verleihung der coten C (@umnsnase.', '3„:t„ Carhin ""£“\'“ anDr. Droste', 'A', '  ', ' ', '  ', '20° HDINTS2SE7 :Aya9', 'Z', 'vorm Schloss Bellewe']",fancy,0.5
0062.jpg,13,11,3,0.7884615384615384,0.8557692307692307,0.2119547119547119,0.0769230769230769,"['B ’ M Kultur-', '® zenfrum', 'HON ZONTE', 'JERWEITERN', '—WELTENTERLESEN', '  ', 'l für alle Kinder zwischen 9 und 12 Jahren', 'im Gymnasium Meiendorf, Raum 804, Kreuzbau, Schierenberg 60', 'SYMNASDENM', 'VENBNDERE', ' ']",fancy,0.23076923076923078
0063.jpg,12,6,5,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,"['STOPPT DIE', 'GASLOBBY', '    ', '17:30 Uhr', 'Stephansplatz', '@systemchange.not.climatechange']",fancy,0.4166666666666667
0064.jpg,29,35,28,0.0472517777615228,0.0782019704433497,0.9500624425119074,0.92179802955665,"['  ', 'KIEZKLUB Treptow-Kollag', ' ', '5am5tag‚ 1. JU"" 2023 von 14 — 18 Uhr', 'Eröffnung durch Frau Weingart', 'Stellvertretende Bezirksbürgermeisterin', 'und Leiterin der Abteilung Soziales, Arbeit', 'und Teilhabe', 'Es spielt die Combo des', 'Landespolizeiorchesters', 'Brandenburg', 'Die fröhlichen Herbstlerchen', 'erfreuen uns mit ihrem Vortrag', 'Kreistanzgruppe unter Leitung von', 'Monika Kemmnitz', '/', 'X', 'K ICESZUKAURB', 'TRDEDTAW KMIILEC', 'Dirk Jüttner', 'erfreut uns als Elvis Presley', 'Kinder- und Erwachsenen-Tanzteam', 'des PSV Olympia Berlin', 'Belly Dance mit „SOURAIA HAGIR“', 'Eine kostenlose Fahrradkennzeichnung durch den', 'Polzeiabschnitt 65, außerdem gibt es noch Mit-', 'mach-Aktionen für Kinder, Seifenblasen mit Ciello,', 'Holzarbeiten, Schwerter basteln mit Marlies, das', 'Kinderschminken mit Farina und Jessica, Malen', 'und Basteln mit Michaela und vieles mehr ...', ""Unsere Ehrenamtlichen des KIEZKLUB's und das"", 'Seniorenpflegeheim DOMIZIL verwöhnen sie mit', 'selbstgebackenem Kuchen. Für Ihr leibliches Wohl', 'ist gesorgt.', '3 (a']",fancy,0.9655172413793104
0066.jpg,6,8,6,0.054503367003367,0.2888888888888889,0.957792207792208,0.5,"['HocusPocus', '-Fürstenfeld', '__ Festival der Zauberkunst', 'Veranstaltungsforum', 'Fürstenfeld', '11.- 15. Mai 2022', '   ', '  ']",fancy,1.0
0067.jpeg,9,11,7,0.3223734198843011,0.8296296296296295,0.7160905093079732,0.5333333333333333,"['HEART', 'OF GAZA!', 'Eine Ausstellung mit Bildern \\', ' ', ' ', '©& @stadtteilkomitee_lichtenberg \\', 'w @stk_lichtenberg X', '15.03.2025 - 16Uhr 7', 'Cafe Wostok, Weitlingstr. 97 10317 M l', 'Fundraising Veranstaltung | Eintritt frei ©53E', 'Alle Spenden werden gezielt für das Projekt “We are not alone” eingesetzt E']",fancy,0.7777777777777778
0071.jpg,7,8,2,0.7666040100250626,0.9523809523809524,0.2494270435446906,0.0,"[': Freedom Parade N911', 'GROßDEMO mit QUERDENKEN', '    ', '   ', ' ', '; | Start: Brandendurger Tor', '\\(,MF«I: « 4 Z2ieL; S iosessäv (e', 'LASERWRAHFDE f']",fancy,0.2857142857142857
0072.jpg,27,23,8,0.7267685892347139,0.8135802469135802,0.2752354887567306,0.2111111111111111,"['DEMO UND L \\ OMAS', '- 1“’ W xl GEGEN', 'AUSA élää\\% En [ @', '4.2.2024 A| n', ""mlv\\ﬂx'v\\ \\?‘NK?(%\\S ."", '16:30 Bahnhof Ried -', '(Bahnhofstra‘!e 69)', 'ab 17:00 Kundgebüng, Markplatz .Ried', 'mit Monika Salzer, Hans- Scharsach', 'und Susanne Scholl', '-', 'Bitte Kerze mitnehmen! ö', '‚omasgegenrechts.at', ' ', '      ', ' ', 'OMAS. /', 'GEGEN', '\\ /RECHTS,', '  ', '  ', ' ', ' ']",fancy,0.2962962962962963
0073.jpeg,10,3,1,0.9,0.9,0.1,0.1,"['   ', ';?""""""\'“"" 02.03.| 12°°- 17°', 'Rigaer Straße 94']",fancy,0.1
0074.jpg,10,8,7,0.3066666666666667,0.35,0.6928571428571428,0.65,"[' ', 'Null Verschwendung.', 'Volles Programm.', '16. November 2024', '13:00—18:00 Uhr', 'NochMall, Berlin-Reinickendorf', 'Komm', 'vorbei!']",fancy,0.7
0075.jpg,6,3,0,1.0,1.0,0.0,0.0,"['‘ _:Ilhb°°ﬁßlunä-sßqhn Ö$tKrtvl', ""DJS:R°'°%G#E eNf, Manvel ür"", ' ']",fancy,0.0
0078.png,21,7,1,0.9574829931972788,0.9619047619047618,0.0416666666666666,0.0380952380952381,"['LLEWELLYN lr atrobertjchnson runningback  riobven', 'SARA MILLER »# KEV SHERIDAN', 'KARETE BU institut fürzukunfe _ driv', 'JESSAMINE ‚ebout blank', '  ', '   ', '://about blank sat 6.5.2023 2pm']",fancy,0.047619047619047616
0080.jpg,23,25,10,0.6421339432142854,0.8362318840579711,0.3663707352279196,0.1768115942028985,"['  ', ' ', 'das Gemeinsame® in', ""So\\\\dal'\\tät und Mit'"", 'VERANSTALTER', 'gür Menschen!', ' ', '    ', '  ', 'Für Demokratie und Menscnemeu..', '$ 0', '  ', 'MO', 'REDEBEITRÄGE Werner DI Dreier', 'Historiker, ® ehemaliger r Leiter von', 'erinnerN-. ‚at, ophia Ha‘ jagleitner und', 'Ssophia simon - Fridays for Future,', 'Hanno Loewy - _ Jüdisches Museum', 'HohenemS, Gerhild Steinbuch -', '‚utor*inn! en\\ nitiative', 'gegen die europä\\ b Rechte)', 'MUSIK Andreas Parug\\oudak\\s', ""UNTERSTD‘\\'IT oN"", 'A0 Orgln\\slﬂ ‚jonen:', '—— _ka al']",fancy,0.43478260869565216
0081.jpg,18,9,1,0.9595959595959596,1.0555555555555556,0.0454545454545454,0.0,"['<w> W A', '  ', '    ', ' ', 'ME', 'Musik + Tanz Kaffe + Kuchen 14-19 Uhr', 'DJI-Workshop -', 'k Mal- und Spray-Workshop ://about blank', 'W Hen Kinderschminken markgra fnd mm 2;/ t7/‘0245 berlin']",fancy,0.05555555555555555
0082.jpg,9,3,1,0.9320987654320988,0.9444444444444444,0.0666666666666666,0.0,"['5a 24.2. 14h', '1', ' ']",fancy,0.1111111111111111
0086.jpg,6,1,0,1.0,1.0,0.0,0.0,[' '],fancy,0.0
0089.jpeg,11,9,7,0.3636363636363636,0.3636363636363636,0.6363636363636364,0.6363636363636364,"['KUNDGEBUNG &', 'AUFZUG', 'gelten!', '15. JANUAR 2022', '15:30 UHR', ' ', '  ', 'MIT GASTREDNER', 'HERMANN PLOPPA']",fancy,0.6363636363636364
0090.jpeg,14,19,6,0.6157493300350444,0.761904761904762,0.391687552213868,0.2380952380952381,"['; «é%;$', '*“3:;;Q‚ö°f’', 'WORLD FREEDOM', 'DAY', ""J>c'e W@[Ü 5Ü@‘ßtf"", ' ', ' ', '  ', ' ', 'NITTÄATIVEN SCORGANISATIONEN', 'WELTWEIT: - GEMEINSÄM!', 'UM 12:00 UHR LANDESZEIT!', '   ', '   ', ""' MAGDEBURG"", '  ', '  ', 'DE,', '«“']",fancy,0.42857142857142855
0091.jpg,15,1,0,1.0,1.0,0.0,0.0,[' '],fancy,0.0
0093.jpg,17,20,11,0.4065091198572468,0.5176470588235295,0.6141845965375378,0.6470588235294118,"['.\\u- P} 20 ST}', 'YLUD Ralfldus JUNAVINHSTNAL', 'y X ı', '‘?_x 4537 DF !lk', '  ', 'INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN,', 'KINDERBASTELN, HÜPFBURG, TEDDYAMBULANZ', 'GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK', 'ESSEN UND TRINKEN n v', 'DUO CHARLSON & LUIS (BRA) SAMBA, CHORO, BOSA NOVA', 'HARTMUT HAKER VON TANZBAR BIS SWINGEND', 'RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE /', 'JEDE MENGE KINDERLIEDER ‚ j', 'dd / j x', 'DIE HOBBYSTEPPER, MONIKAS TANZMIX, DJ N_"" \'', 'DER CHOR DER FRÖHLICHEN SÄNGER SE ®', 'VON JOHANNISTHAL k', 'CAEMNTRINSTICREN', ' ', 'v x __ aun M S']",photo,0.6470588235294118
0094.jpg,15,9,6,0.6725700225700225,0.9317460317460317,0.3479076479076479,0.1571428571428571,"[' ', ' ', '/ *- 26.04.2020', '‚ 12:00 - 19:00', 'Mavxiannenplatz }', 'oder zu zweit zu kommen und pratest-', 'taugliche Schilder, Transparente und', 'UAnlage und Mikrofen sind vor Ont,', ' ']",photo,0.4
0095.jpg,18,10,0,1.0,1.0,0.0,0.0,"['POPKI', 'ab )PKULTUR, FEMINISMUS, CHANGE UND SO -.-', ';', ';S-A-PLAST),', 'A =', 'A==', '»', '\\ E l', 'Saneeset O Ea', ' ']",photo,0.0
0096.jpg,6,4,0,1.0,1.0,0.0,0.0,"['Era _', 'Schmeiß dein Ego weg und Schmeiß dein Ego weg und', ' ', 'FürRene 25. April % FürRene 25. April']",photo,0.0
0097.jpg,12,12,8,0.4166666666666667,0.7777777777777778,0.6314814814814815,0.5,"['clearly', 'not', 'alright ,', 'Welche Rolle spielen ‘', 'emanzipatorische', 'Subkultur & Bewegung in', 'Ostdeutschland ? \\', 'Veranstaltung', '13.12.2024 >', '20Uhr }', ':// about blank', ' ']",photo,0.6666666666666666
0098.jpg,11,9,6,0.4755638387866703,0.5742424242424242,0.5304875375408291,0.3924242424242425,"['i SS', 'eine benefizveranstaltung von ://about blänk und töp b3rlin', 'u', 'MOVING', 'BEYOND', 'HOPE', ""antinationale amplitude wider'die großwetterlage"", 'montag, 2.0ktober 2023, 18:00 uhr ‘ [', ' ']",photo,0.5454545454545454
0099.jpg,10,8,0,1.0,1.0,0.0,0.0,"[' ', ' ', '  ', '   ', 'm m', ""‘‚„.lu-l‘£'"", ""='_"", 'x']",photo,0.0
0100.jpg,5,1,0,1.0,1.0,0.0,0.0,[' '],photo,0.0
0101.jpg,13,28,3,0.8209829635224106,0.8367269984917045,0.1755284053420699,0.1632730015082956,"['Suermondtstra|', 'geb. am 22.12.1878 in Smolensk', 'Musikalische ng: Johann-Vincent Slawinski', 'Blume Luise Albers', 'deutschen Beamten Steu-', 'ersekretär Oska', 'ratet. Die Eheschließung', '913 in Windhuk (Deutsch-Südwest-Afrika)', 'indhuk mit der Nr. 63', 'Das Paar lebte in Hohenschönhausen in der Suermondts', 'vorn parterre. Laut Berliner Adressbuch ist der Stra', 'nzug noch 1927 als Baustelle eingetragen.', '‚ermondt war Mitbegründer der Grunderwerbs- und', 'schaft in Hohenschönhausen, welche die Häus', 'ıch Eigentümer war. Mit der Fertig: n', 'hnung im parterre, Die Wohnung bestand aus zwei Stuben und', 'rer Küche. Blume Albers war Hausfrau,', 'Oskar Albers verstarb am 4. Oktober 1940 in der gemeinsamen Wöhnung laut Urkunde', 'an einem Gehirnschlag. Frau Luise Albers war danach bis 1943 Im Berliner Adressbuck', 'Mieterin eingetragen is en', 'Blume Albers mı wangsarbeit leisten in den Pankower Heimst', 'Am 10.September 1943 wurde Blume Luise Albers mit dem 96 Allerstransport von dem', 'Sammellager Große Hambürger Straße 26 nach Theresienstadt d6POrtiert', 'Drei Monate später, am 18. Dezember 1943 wurde sie von Theresienstadt nach Ausch-', 'vitz deportiert und dort ermordet.', '7in HT-BLICKE 7 w}', 'UE N —— C®', ' ']",photo,0.23076923076923078
0103.jpg,12,16,11,0.1569758962022866,0.2271825396825396,0.8496251742306263,0.6547619047619048,"['RAUS AUS DER DOSE!', '17.05.2020 14-18 Uhr', 'Mariannenplatz', 'Der Rückzug ins Digitale ist keine', 'Alternative!', '. Deine Meinung ist relevant!', '> Kunst ist relevant!', ' ', ' ', 'Zeigt Eure Künste!', 'Erhebt Eure Stimme!', 'Das Mikrofon stel', 'Euren Reden', 'Darbietungen offen', 'www.aktion-€', ' ']",photo,0.9166666666666666
0104.jpg,12,2,0,1.0,1.0,0.0,0.0,"[' ', 'ﬂ0ul-l-u‘-ä.ä.—-ä-o—..-n-—uä.-l MZ9N']",photo,0.0
